CT10,TOTAL_POP,WHITE,BLACK,AMER_IND,ASIAN,PAC_ISLND,OTHER,TWO_MORE,MEANINCOME,LESS_HS,HS_GRAD,SOME_COLGE,BA_HIGHER,AlcoholRel,Arson,Assault,Burglaries,FederalOff,FelonMisc,Fraud,Gambling,GrandTheft,Homicide,MentallyIl,Narcotics,Robberies,SexOffense,Suicide,Vagrancy,Vandalism,VehicBoatL,WeaponLaws,AllCrimes
900300,4686,3054,707,54,466,9,175,221,63511,13,102,881,15,7,4,37,14,0,1,12,0,20,1,4,12,23,2,0,0,12,19,6,174
910404,4121,2051,476,13,33,0,1458,90,56426,119,66,288,13,6,0,27,13,0,0,11,0,14,0,5,8,15,1,0,0,19,9,3,131
910602,4002,1664,784,40,143,0,1234,137,35188,23,101,282,0,17,2,60,47,0,3,12,1,8,1,6,33,67,7,1,0,38,25,22,350
910706,6296,1936,858,6,445,25,2847,179,58937,127,79,394,31,13,2,36,22,0,3,24,0,22,0,11,7,52,2,4,0,24,23,1,246
910707,4787,2034,775,179,88,0,1470,241,55847,148,63,223,0,7,0,46,12,0,2,16,0,17,1,14,14,25,4,1,0,20,23,6,208
920326,6972,4231,298,40,1573,0,187,643,141316,34,50,279,70,11,0,22,36,4,3,50,0,19,0,7,45,183,10,1,0,26,3,9,429
980004,0,0,0,0,0,0,0,0,0,0,12,0,0,7,0,0,0,0,1,3,0,1,0,0,2,11,0,1,0,2,4,0,32
920338,6167,4382,193,10,1260,0,47,275,164215,46,35,287,36,2,0,7,11,3,2,6,0,2,0,4,2,21,1,4,0,6,0,0,71
920119,2051,1515,25,11,265,0,103,132,149246,13,24,121,22,0,0,4,4,1,0,5,0,0,0,1,1,0,0,2,0,3,2,0,23
920116,5213,4005,329,0,513,23,78,265,116414,58,57,323,0,5,0,12,6,1,0,15,0,7,0,11,3,8,2,3,0,3,3,0,79
920045,4916,3765,70,0,639,0,187,255,133193,41,68,229,42,2,0,6,3,0,2,16,0,1,0,3,2,5,1,2,0,4,5,0,52
910713,5843,2660,784,14,93,0,2001,291,61814,146,98,241,0,10,3,30,17,0,1,14,0,12,1,9,11,32,3,2,0,16,17,6,184
910712,2630,1437,390,59,92,0,615,37,64163,65,35,233,10,4,0,22,9,0,1,13,0,11,0,5,2,55,2,1,0,7,13,1,146
910210,7148,3901,1062,33,535,152,947,518,98157,221,118,215,83,1,1,18,9,0,0,15,0,4,0,9,2,23,1,0,0,30,8,1,122
106111,4794,3086,138,150,242,0,929,249,89619,32,92,185,94,3,0,1,2,0,0,0,0,0,0,2,2,10,2,0,0,13,4,1,40
106603,3253,2046,76,0,665,25,58,383,123596,41,33,50,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910209,4460,2666,429,29,463,0,566,307,113312,68,60,134,10,5,0,19,10,0,1,15,0,6,0,1,10,35,2,3,0,4,4,0,115
910208,6277,3177,659,0,320,0,1701,420,78329,77,110,200,0,16,0,44,24,2,5,34,0,30,0,12,18,273,8,6,0,39,62,6,579
910207,6002,2878,584,61,790,0,1218,471,94357,111,89,311,18,6,1,31,12,1,2,13,0,6,0,8,17,40,6,1,0,27,13,7,191
910101,1585,570,111,0,92,0,779,33,53404,69,16,64,5,18,4,38,14,1,3,7,0,7,0,3,28,29,6,0,0,10,22,10,200
901210,1608,1523,0,16,24,0,10,35,72376,9,12,74,0,1,0,3,2,1,1,0,0,2,0,1,0,2,0,0,0,3,1,0,17
901008,2963,2097,208,0,307,0,191,160,71054,5,46,171,12,10,0,46,25,4,9,24,0,18,0,7,8,174,14,2,1,38,67,6,453
900508,3612,2613,676,4,66,0,127,126,60854,66,43,96,12,2,4,38,16,0,4,6,0,6,0,7,29,22,6,1,0,14,14,8,177
920332,2474,1961,75,7,203,8,145,75,99456,19,38,741,36,2,0,4,8,0,0,6,0,6,0,0,0,20,0,0,0,1,9,1,57
106510,5178,3626,300,0,388,0,670,194,92319,28,111,174,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
910205,1324,776,5,10,206,34,266,27,104617,40,44,47,29,1,1,7,9,0,1,1,0,18,0,0,6,57,0,3,0,11,2,3,120
910705,12622,4686,1751,0,296,0,5424,465,69649,199,180,846,29,8,2,66,52,0,3,24,0,20,0,19,22,35,17,4,0,45,28,8,353
910206,3598,1770,574,23,433,2,553,243,108327,11,47,165,4,4,0,9,4,0,0,9,0,3,0,2,0,10,0,1,0,6,5,0,53
920328,2045,1468,17,11,378,0,58,113,154553,28,25,107,16,8,1,9,9,0,0,7,0,1,0,4,3,37,0,0,0,3,13,0,95
920330,5823,4324,10,0,807,37,251,394,107710,45,73,131,147,7,0,22,17,2,5,17,0,8,0,11,9,50,2,0,0,8,21,0,179
920329,5561,3873,130,42,629,77,482,328,103800,36,72,139,45,19,0,26,22,4,11,46,0,8,0,14,20,199,7,6,0,20,23,2,427
920303,1542,966,47,15,301,0,80,133,213771,8,21,138,20,0,0,1,8,0,0,2,0,5,0,2,17,11,0,1,0,4,23,3,77
920312,5654,4245,214,31,580,0,188,396,112019,100,68,97,92,12,3,17,25,5,3,33,0,21,0,8,13,78,7,5,0,25,37,3,295
920313,5724,4770,48,78,467,0,270,91,115754,8,66,317,120,8,1,20,18,0,4,27,0,9,0,7,20,39,2,1,0,13,13,2,184
920314,2983,2272,13,27,185,0,232,254,124684,29,45,178,36,9,0,11,18,2,4,34,0,10,0,9,7,96,0,1,0,12,25,5,243
901205,11617,7880,1756,0,615,0,694,672,86352,150,113,233,51,22,0,63,16,1,10,29,0,10,0,18,19,46,8,6,0,20,30,5,303
910807,6527,4285,400,0,849,0,698,295,116956,62,95,403,41,4,1,12,9,3,2,19,0,8,0,5,6,22,3,0,0,15,5,1,115
920023,2880,2232,17,79,45,0,438,69,72617,26,50,208,12,9,0,12,11,0,1,11,0,17,0,2,13,55,2,0,0,12,19,1,165
920200,5799,2241,994,169,105,24,1508,758,0,971,79,289,0,115,0,1300,0,0,15,6,0,0,0,0,100,16,12,15,0,34,1,58,1672
920104,2972,2302,29,19,138,8,196,280,125352,48,29,186,39,0,0,6,10,3,1,4,0,2,0,5,21,26,1,0,0,5,1,0,85
920016,5106,3695,173,44,551,0,217,426,137004,43,57,289,78,3,0,5,8,0,0,10,0,5,0,2,1,13,1,1,0,7,7,0,63
920028,6589,4902,457,7,601,0,369,253,127498,86,60,155,0,2,0,16,3,0,2,10,0,2,0,3,2,10,4,2,0,13,1,0,70
910805,4857,3848,117,23,87,5,529,248,101151,89,87,227,0,0,0,30,22,1,2,12,0,9,0,15,17,21,3,3,0,10,4,1,150
920038,4802,2937,305,77,334,0,691,458,58443,103,63,204,55,9,2,44,24,0,4,13,0,16,0,8,21,30,2,0,0,11,9,2,195
920035,7931,5924,32,32,879,0,800,264,93958,48,149,370,67,23,1,43,50,7,10,48,0,23,1,10,93,76,10,1,0,51,54,16,517
920334,6177,4702,134,0,611,8,428,294,97151,38,69,879,63,9,0,11,16,1,3,18,0,7,0,7,18,28,2,1,0,11,22,2,156
920042,7313,4384,769,0,1080,0,359,721,86792,12,167,352,72,4,0,19,52,3,5,20,0,11,0,9,6,70,5,1,0,26,24,0,255
910809,2241,1945,0,0,91,0,126,79,178568,13,33,128,27,3,0,4,4,0,1,10,0,8,1,3,3,14,1,0,0,8,2,0,62
920018,2363,1953,63,0,90,0,136,121,100957,11,35,101,27,1,0,3,1,1,1,7,0,0,0,0,0,7,0,0,0,5,3,0,29
910301,3975,3098,224,0,152,0,293,208,112013,16,62,134,28,6,0,11,7,0,0,13,0,4,0,6,4,35,2,1,0,13,6,2,110
106020,6323,4518,86,30,149,0,1197,343,83615,37,100,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920034,3882,2807,114,27,336,0,314,284,90677,11,62,104,29,3,1,15,3,1,3,7,0,10,0,3,10,13,2,5,0,7,14,1,98
910808,3305,2673,21,61,189,0,34,327,99671,26,42,160,29,1,0,7,4,0,1,13,0,6,0,2,0,12,3,2,0,2,4,0,57
920017,5022,4173,21,0,379,0,268,181,98323,27,180,318,20,9,0,8,2,1,1,20,0,4,0,6,5,20,3,1,0,7,12,0,99
930200,485,437,26,4,0,0,13,5,122102,0,35,27,0,7,3,3,1,0,0,1,0,5,0,2,7,12,0,0,0,21,24,0,86
910202,5237,3739,331,39,508,0,413,207,108963,65,55,259,64,10,1,15,18,2,3,19,0,10,0,4,8,15,2,4,0,15,13,2,141
920115,4044,2834,80,0,602,0,279,249,131072,17,46,202,47,38,1,30,12,0,22,46,0,17,0,12,28,161,3,3,0,14,56,3,446
920102,5772,4406,235,0,409,0,443,279,92058,36,49,170,34,12,1,29,21,4,2,29,0,12,0,11,51,59,6,1,1,18,16,9,282
920030,5969,3836,467,19,732,0,514,401,88550,7,89,328,71,11,0,27,26,2,0,19,0,15,1,5,15,63,5,0,0,26,11,2,228
920037,7542,4528,522,344,307,0,1207,634,57476,153,96,238,5,16,3,50,41,3,7,17,0,36,0,11,21,55,3,3,1,42,25,4,338
920041,2909,1572,396,5,298,0,211,427,82216,39,41,115,18,4,0,17,12,2,0,11,0,8,0,4,11,25,1,1,0,16,11,1,124
920031,5798,4386,213,62,576,0,268,293,82726,15,57,170,107,13,0,20,11,1,4,11,0,6,0,8,22,31,3,5,0,12,33,4,184
920111,3059,2314,158,0,258,0,154,175,112119,0,51,137,46,1,0,6,1,0,0,7,0,2,0,1,5,8,2,0,0,0,4,0,37
920112,3984,3275,154,0,330,0,63,162,118381,29,60,179,9,6,0,10,8,0,0,23,0,2,0,2,6,29,2,2,0,7,11,3,111
920012,1001,894,0,0,12,0,52,43,80760,0,13,16,0,0,0,4,1,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,12
920011,261,188,24,0,9,0,17,23,84337,4,12,22,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5
910812,407,395,0,0,0,0,4,8,75628,0,7,21,0,0,0,5,1,0,0,2,0,1,0,1,0,5,0,0,0,0,0,0,15
910811,121,121,0,0,0,0,0,0,112693,0,20,12,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,9
901213,3904,3380,214,76,46,0,99,89,134519,8,49,204,9,0,0,5,8,0,1,4,0,1,0,0,1,11,1,2,0,9,2,0,45
901209,1323,1150,82,6,41,0,30,14,73364,11,46,52,3,1,4,12,16,3,0,5,0,7,1,6,29,15,2,1,0,4,7,3,116
900602,5577,4399,521,10,49,16,517,65,37228,126,118,234,13,25,0,87,25,1,8,14,0,23,1,10,27,49,6,2,0,27,108,10,423
900504,6370,3906,1252,0,381,0,463,368,72151,58,100,300,56,23,1,93,53,3,20,36,0,44,0,11,46,90,10,7,0,30,72,8,547
900606,3611,1868,1298,0,64,0,187,194,41265,92,125,161,0,17,5,102,35,0,15,18,0,33,1,31,59,66,15,4,0,49,80,19,549
900605,7870,5393,1292,41,25,0,893,226,48124,53,154,252,0,12,2,69,36,0,5,17,0,23,0,8,18,42,6,5,0,31,52,6,332
920108,4844,2898,122,11,1439,72,43,259,122282,42,61,113,33,2,0,9,22,5,2,19,0,5,0,5,8,23,5,2,0,3,5,4,119
920106,3291,2432,147,10,72,7,440,183,91160,41,61,201,18,3,1,18,6,1,4,11,0,9,0,3,12,20,2,0,0,45,2,4,141
920107,4802,2648,625,0,1385,0,83,61,160824,40,21,205,51,11,0,11,26,4,8,48,0,13,0,8,14,97,4,4,0,17,38,4,307
920109,5694,3962,413,20,759,0,202,338,113274,75,39,212,62,6,0,10,2,2,2,19,0,1,0,2,0,14,3,2,0,3,9,0,75
920331,4203,3538,122,6,401,3,24,109,101332,6,50,162,45,2,0,4,11,0,0,17,0,2,0,4,2,21,4,1,0,14,2,0,84
920110,3367,2580,111,0,547,0,24,105,160987,26,48,185,58,3,0,8,5,4,0,17,0,4,0,2,5,17,0,0,0,1,2,0,68
910804,2914,2523,63,0,27,0,278,23,110932,54,82,184,15,0,0,12,23,0,2,9,0,3,0,2,4,14,1,1,0,4,2,0,77
910709,1754,966,148,0,30,12,524,74,87652,37,15,56,0,0,0,3,10,0,0,8,0,6,0,1,4,8,1,1,0,9,8,0,59
920033,732,542,22,34,44,3,45,42,80768,6,39,32,0,0,0,4,1,0,1,2,0,2,0,0,0,2,0,0,0,0,1,0,13
920040,3563,2019,245,0,450,7,357,485,109248,32,64,128,28,7,0,13,12,2,0,14,0,6,0,6,14,22,1,2,0,5,11,0,115
920013,5079,3723,124,80,438,4,293,417,114546,58,50,207,14,7,0,13,10,1,1,37,0,5,0,4,8,44,9,2,0,10,16,3,170
920039,2075,1717,83,0,45,0,175,55,116051,20,65,176,15,6,0,3,2,0,0,7,0,0,0,2,3,12,1,1,0,1,3,1,42
106010,3334,2619,129,33,124,0,327,102,87421,36,73,151,28,1,0,32,0,0,0,3,0,0,0,56,11,24,1,0,0,8,1,0,137
930101,111,67,0,0,4,0,12,28,87668,0,12,12,0,0,0,0,0,0,0,2,0,0,0,0,0,9,1,0,0,0,1,0,13
920339,7514,5222,126,0,1654,0,130,382,165511,83,65,331,68,10,0,31,12,3,2,30,0,5,0,17,31,120,5,1,1,18,1,4,291
900607,4003,2091,1463,0,53,0,143,253,35493,77,135,144,0,25,2,96,49,1,7,21,2,13,0,21,41,59,5,2,0,34,103,11,492
900704,2833,1298,1084,75,214,33,57,72,40349,18,110,243,41,15,2,62,55,0,13,13,0,30,1,9,28,80,8,4,0,20,40,4,384
900703,4004,2589,697,50,172,0,326,170,38856,75,97,196,16,27,1,86,37,0,12,32,0,28,0,35,46,121,9,3,0,41,126,8,612
900701,4518,2756,1148,0,142,121,257,94,43075,122,112,154,7,33,4,108,113,2,9,19,0,23,0,12,49,93,8,8,2,39,159,16,697
900705,3736,2833,370,40,81,0,112,300,55043,42,49,259,38,16,1,50,36,1,12,33,0,28,0,10,23,179,2,0,0,36,95,6,528
900804,3347,2017,873,1,67,0,253,136,45335,60,74,170,32,11,0,61,34,1,6,16,0,15,0,12,28,42,8,1,0,24,72,13,344
900806,4891,2377,1869,21,228,0,316,80,28415,101,147,236,44,44,3,115,40,1,11,57,0,41,0,34,68,146,15,6,0,65,174,17,837
900900,4006,3278,341,71,63,9,138,106,74917,22,72,145,11,21,3,27,20,0,3,15,0,22,0,9,21,35,2,4,0,19,112,7,320
901003,5322,1848,1740,91,99,29,742,773,0,333,50,136,0,1,1,3,2,0,3,0,0,0,0,0,1,6,1,2,0,1,3,0,24
920026,429,365,0,4,30,6,14,10,105574,4,11,27,5,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,7
920043,6529,3565,284,0,1854,10,243,573,147145,29,77,121,64,6,0,16,18,1,5,29,0,6,0,7,9,122,7,4,0,10,19,1,260
910810,2847,2129,86,42,264,4,130,192,139548,15,39,133,30,2,1,4,6,1,0,6,0,3,0,4,1,8,0,0,0,2,1,1,40
920032,3440,2329,144,0,464,0,185,318,146788,25,46,159,5,3,1,5,6,1,0,8,0,1,1,2,2,12,3,1,0,6,0,1,53
920036,3328,2432,59,19,143,0,576,99,80493,34,75,194,4,11,1,31,13,0,4,24,0,12,0,5,45,71,8,2,0,26,24,10,287
920029,3353,2481,135,9,358,0,188,182,80428,13,73,210,29,4,0,16,5,0,2,8,0,3,0,4,2,14,1,0,0,15,5,1,80
920020,7377,5777,133,36,501,26,632,272,103273,49,129,266,12,14,0,22,5,1,1,20,0,1,0,3,16,31,1,5,0,17,8,0,145
920322,2905,2300,141,0,85,0,67,312,103545,14,69,197,14,11,1,7,7,0,0,11,0,1,0,2,7,16,5,0,0,4,16,0,88
139504,3671,3039,145,0,169,0,42,276,57783,35,22,236,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139503,6023,4927,379,0,446,0,95,176,66988,199,39,318,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
139401,2637,2032,63,0,175,0,209,158,80481,0,59,20,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
137103,5225,3743,213,0,723,0,423,123,83710,25,70,181,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134905,3684,2528,208,0,558,0,88,302,95785,0,73,205,45,3,0,8,3,0,1,1,0,2,0,3,4,31,0,0,0,2,10,0,68
134522,3757,2082,31,65,178,0,1232,169,42935,38,68,148,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
135114,4698,2495,130,74,1500,0,298,201,88733,26,126,251,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
135113,2880,1778,146,8,609,0,133,206,82978,21,44,40,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
134903,6088,3349,533,0,1125,46,851,184,61020,162,95,363,74,0,0,2,0,0,0,0,0,2,0,0,1,2,0,0,0,0,2,0,9
134521,3319,1984,112,0,227,0,980,16,49836,201,69,109,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131701,4842,2840,517,42,618,0,544,281,61652,22,60,161,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
128801,3267,2034,346,0,534,0,122,231,76038,8,47,71,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
127712,2999,1342,57,20,168,0,1400,12,46688,72,71,168,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
127606,3606,1775,224,12,218,0,1348,29,70918,88,30,255,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
127604,3028,1448,163,0,219,0,1044,154,43060,42,58,133,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120108,4781,2838,135,4,393,26,1354,31,43526,55,98,201,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
106645,3336,2669,126,0,303,0,110,128,136988,23,100,99,35,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3
120107,3863,1875,95,0,221,0,1645,27,39677,160,50,199,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120106,4785,2517,108,10,579,0,1487,84,39010,169,79,226,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
120104,2384,1064,112,53,423,10,693,29,46651,53,40,101,45,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
120103,3356,1375,69,50,29,3,1815,15,34335,114,39,95,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119342,3275,1541,93,0,474,0,1155,12,53244,93,50,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119341,2767,1145,95,0,748,0,689,90,57563,47,49,166,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117408,3270,1393,368,7,172,0,1306,24,45854,86,50,180,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117407,3829,1420,46,9,80,7,2267,0,32693,118,97,169,23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3
117201,4626,1993,75,15,604,0,1830,109,56107,99,100,299,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
117102,2826,1404,43,6,331,0,940,102,78310,45,31,208,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117101,5131,1771,208,0,1960,0,836,356,91499,149,52,315,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
800506,3243,2743,16,30,251,0,38,165,217155,42,19,65,21,18,0,15,18,1,0,17,0,12,0,3,11,60,4,2,1,15,40,1,218
800504,2420,2202,84,0,88,0,17,29,231463,0,17,193,106,52,0,22,32,3,6,24,0,9,0,16,18,113,3,1,0,15,63,3,380
800410,4100,2718,142,74,735,0,106,325,184431,13,99,1935,77,11,0,10,6,0,3,6,0,3,0,3,9,37,0,0,0,5,58,1,152
800408,7195,6255,77,0,297,0,93,473,238470,20,50,150,59,30,1,22,31,2,9,39,0,9,0,13,14,73,8,0,0,26,68,1,346
800406,2816,2391,94,0,79,7,162,83,239787,68,31,71,24,7,0,11,15,5,4,14,0,7,0,4,9,56,4,3,0,9,24,2,174
800332,6605,5737,31,0,582,0,52,203,188476,29,259,138,123,7,0,5,23,2,1,22,0,3,0,2,10,24,1,1,0,7,24,1,133
800330,1097,1034,5,0,26,0,11,21,176934,2,20,55,0,2,0,2,2,1,1,1,0,0,0,1,5,6,3,0,0,6,3,0,33
800329,6555,5731,98,0,546,0,35,145,125422,35,36,211,324,20,0,19,48,5,10,37,0,5,0,17,48,78,2,3,0,22,76,3,393
267404,3099,2142,114,125,386,11,60,261,91931,0,15,68,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113237,3837,2345,216,31,480,0,368,397,123150,67,49,186,5,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,1,5,0,12
111205,4269,1948,633,58,1417,11,38,164,97666,6,64,383,81,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
108202,6270,2827,250,130,2698,0,83,282,124243,76,39,102,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
106649,2705,1809,26,0,590,8,194,78,88804,62,14,136,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
106646,3606,2220,124,0,699,0,461,102,102749,35,32,122,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800327,5587,4509,91,10,270,0,483,224,95593,94,84,221,52,11,0,14,25,4,5,26,0,7,0,3,16,51,1,2,1,24,18,3,211
702102,5981,5009,272,29,320,0,147,204,111163,0,17,18,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702002,6374,5217,346,0,376,0,226,209,102239,18,73,178,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701902,4517,3315,483,0,450,0,31,238,109338,46,61,133,272,0,0,7,0,0,1,0,0,0,0,1,2,10,0,0,0,1,3,0,25
127805,3987,1798,132,0,528,21,1478,30,51017,38,74,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127605,4162,915,257,8,394,0,2565,23,61606,108,99,240,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120105,2949,1194,101,37,483,0,1066,68,42837,46,50,111,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115103,3530,1516,417,5,640,25,686,241,75554,0,162,2545,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3
113235,1815,1288,76,27,81,0,203,140,79360,15,26,48,4,1,0,13,4,0,0,3,0,1,0,4,11,7,2,1,0,6,2,0,55
980024,237,166,12,10,18,0,13,18,165173,0,16,0,0,0,0,1,1,0,1,0,0,2,0,1,3,3,0,0,0,0,1,0,13
980023,9,0,0,0,0,0,4,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
980022,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701402,5961,4903,151,256,385,0,53,213,103024,0,17,125,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
320201,4160,2362,34,0,106,30,1628,0,51247,54,108,325,0,0,0,8,0,0,1,1,0,0,0,4,1,1,0,1,0,2,1,0,20
701304,6258,5403,69,0,526,0,0,260,200946,32,29,90,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108201,5827,2048,334,0,2848,17,144,436,153696,42,31,118,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
265202,3690,2579,24,0,655,17,272,143,139305,46,177,309,76,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
264102,2630,2271,48,0,208,0,23,80,133451,18,44,81,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800203,5749,4883,0,0,655,0,26,185,214685,83,67,181,79,5,0,20,40,1,2,27,0,5,0,7,10,36,1,3,0,12,27,1,197
262704,3427,2976,44,0,220,2,26,159,216277,27,18,67,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113422,6516,3904,182,26,914,0,1225,265,73340,68,136,226,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
119202,4366,1720,139,109,419,0,1865,114,65377,31,77,210,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119201,4107,3111,1,6,314,0,595,80,76833,65,60,265,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
117202,2594,1345,112,19,710,0,342,66,102060,14,49,123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115404,3005,1338,183,26,327,32,986,113,60012,44,62,130,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115403,3644,1708,366,0,357,0,1016,197,67243,81,91,173,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
115104,4295,2149,583,0,888,0,486,189,65058,0,95,1009,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113102,3105,2375,42,2,441,15,21,209,158307,16,45,131,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113101,3682,2794,53,0,657,10,122,46,113285,40,23,305,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
111206,4742,2989,57,13,1090,134,195,264,128346,71,42,163,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109604,3090,1794,43,38,331,0,847,37,78918,32,42,171,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
109603,4094,2445,93,51,525,0,884,96,63319,101,59,250,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106648,4190,3227,36,0,15,0,880,32,59976,117,54,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106408,3644,2517,82,0,242,0,740,63,52353,110,68,248,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106405,4264,3145,266,12,77,0,617,147,51580,116,129,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106643,4739,3082,246,26,890,0,134,361,176127,19,36,309,122,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
134306,3830,1785,143,0,931,0,923,48,70289,68,30,252,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127220,4671,1705,186,36,340,0,2256,148,42710,60,60,141,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,9
127300,4475,1733,530,50,466,0,1626,70,55661,93,68,270,27,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
127400,6409,2502,227,0,329,0,3227,124,52065,67,107,318,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
127910,5089,1520,344,0,579,0,2600,46,40695,82,121,460,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
128210,5276,1739,234,65,175,0,2927,136,36276,86,107,250,65,0,0,14,0,0,3,0,0,0,0,2,7,5,0,5,0,1,0,0,37
